	X120314	X120322	X120328	X120403	X120416	X120419	X120423	X120516	X120531	X120604	X120613	X120619	X120628	X120705	X120709	X120717	X120802	X120806	X120813	X120820	X120823	X120828	X120903	X120920	X120924	X121001	X121004	X121015	X121022	X121028	X121105	X121128	X121220	P1994_101	P1994_102	P1994_103	P1994_104	P1994_105	P1994_106	P1994_107	P1994_108	P1994_109	P1994_110	P1994_111	P1994_112	P1994_113	P1994_114	P1994_115	P1994_116	P1994_117	P1994_118	P1994_119	P1994_120	P1994_121	P1994_122	P1994_123	P1994_124	P1994_125	P1994_126	P1994_127	P1994_128	P1994_129	P1994_130	P2236_101	P2236_102	P2236_103	P2236_104	P2236_105	P2236_106	P2236_107	P2236_108	P2236_109	P2236_110	P2236_111	P2236_112	P2236_113	P2236_114
M00001	288.9178472	406.7598895	272.9564942	297.4412029	316.3871838	437.9583369	278.8776091	408.9069817	411.4676564	412.4514225	295.5967807	383.2253006	422.4026822	327.4451521	316.8737304	397.747098	366.0069891	380.2025257	414.1810733	455.1795478	346.3578331	264.6853928	327.9899077	432.2762857	456.7506975	403.4785398	446.2100062	345.6402585	332.7433636	260.6916685	386.801063	276.6669129	324.1005606	466.5345366	408.1633169	380.5075971	441.8619764	282.6630911	327.8994285	413.4154593	318.2702501	320.8357489	380.6833745	412.7098284	491.7128288	404.2153737	333.8336327	252.1354647	388.3945802	329.2339461	357.1995519	493.2846842	368.1260141	339.7236482	264.2653897	271.1925436	294.4527663	408.3478524	467.3154479	465.212661	328.115675	324.9666391	319.8491785	203.9384066	301.9308051	246.4284065	309.0280498	241.2066489	257.6477629	258.018754	310.2083241	175.2571653	399.3747757	448.2388195	432.3873327	277.0485243	238.8067462
M00002	288.9178472	406.7598895	272.9564942	297.4412029	316.3871838	437.9583369	278.8776091	408.9069817	411.4676564	412.4514225	295.5967807	383.2253006	422.4026822	327.4451521	316.8737304	397.747098	366.0069891	380.2025257	414.1810733	455.1795478	346.3578331	264.6853928	327.9899077	432.2762857	456.7506975	403.4785398	446.2100062	345.6402585	332.7433636	260.6916685	386.801063	276.6669129	324.1005606	466.5345366	408.1633169	380.5075971	441.8619764	282.6630911	327.8994285	413.4154593	318.2702501	320.8357489	380.6833745	412.7098284	491.7128288	404.2153737	333.8336327	252.1354647	388.3945802	329.2339461	357.1995519	493.2846842	368.1260141	339.7236482	264.2653897	271.1925436	294.4527663	408.3478524	467.3154479	465.212661	328.115675	324.9666391	319.8491785	203.9384066	301.9308051	246.4284065	309.0280498	241.2066489	257.6477629	258.018754	310.2083241	175.2571653	399.3747757	448.2388195	432.3873327	277.0485243	238.8067462
M00003	247.4126413	317.1934237	188.6560483	209.5923174	282.3841095	345.7421931	234.8047464	298.8325629	256.355497	292.1442823	206.9966939	323.3444129	326.0925782	325.591402	215.7519573	253.2945883	276.8092465	243.5201919	313.5908503	338.1680884	332.6083095	235.0622392	284.2320273	365.8127928	294.4913086	354.9302495	349.7884421	306.3522884	274.9067629	219.8578093	353.2531623	266.0247359	294.9498779	352.5966706	492.0642295	425.8644678	448.9351526	257.2720594	287.6441709	348.0593231	312.8059239	300.7653105	322.5587759	329.8567425	345.3753116	289.5802284	299.2202791	234.6709303	310.4838039	292.9447755	293.0069302	316.1368425	291.7008325	308.2093266	218.9844882	262.2101823	317.2814285	289.985776	327.1807055	304.7034719	266.0144046	284.8899786	292.8214868	195.8199921	336.237461	195.2803525	325.2075463	272.4495166	299.0712493	264.157994	326.5174668	137.7317277	348.5295905	312.6209531	342.6909835	284.4746508	249.6730009
M00004	201.7643685	257.7827668	158.2114868	153.3800854	243.5731147	241.4114522	217.8484321	230.8006668	286.3915592	328.3421734	234.4092354	316.0756709	316.6342219	228.74305	194.0105057	281.6821094	279.9130398	231.7148387	265.7542743	264.9304577	267.0062652	208.9458647	230.3115567	287.4932397	218.1135768	266.7817752	292.8084191	250.4749591	221.6585336	192.2842201	260.3146537	212.717955	241.1457771	310.6816894	288.5587252	261.9140697	260.3443714	167.9304899	251.3144253	295.8579884	376.7590208	372.1122113	265.0870543	288.5430445	278.5420452	222.4541725	239.1723792	200.2170623	224.7684988	245.2606665	249.7738691	253.2971728	238.535502	247.4971884	163.6048894	331.6123688	270.895733	238.3359083	342.6344309	293.7669735	158.3263422	279.1327156	273.3204092	182.384497	309.344993	175.8332557	283.4153929	237.0299255	336.3817622	211.9728028	293.7335276	89.09134379	238.6725469	270.84607	305.81769	247.8667742	215.8756285
M00005	215.8050235	359.5423722	160.3869354	219.3463326	274.5408579	292.3815211	203.1265177	256.1744676	204.6704898	260.3749706	216.0520091	317.0591674	299.5015584	320.3024517	261.9168765	269.4050261	339.8486643	257.9066516	327.9332624	395.1837652	374.3885458	242.255222	278.0820416	346.6397021	317.7217597	383.3338774	344.0510713	338.6161031	297.3811944	218.398568	407.2703152	287.084647	312.0890953	322.2969676	478.2958682	422.2717836	338.1277114	197.1384218	358.1228059	395.1514151	406.5349554	384.6423644	336.5482698	339.8223423	346.0732638	272.1922277	290.4316678	236.0947221	267.388751	276.6204441	280.5094089	262.3067074	262.0102471	294.1718988	170.9717961	412.174429	328.7831349	255.5594633	355.3106874	298.8196386	217.1657868	333.7965111	327.7539994	255.0224654	359.6680728	215.3081829	384.1661881	292.064907	383.9868121	279.61978	376.8132527	115.5188714	413.3137885	377.0467962	396.6046847	304.3413926	266.0698928
M00006	45.44417543	48.25941234	29.49204265	24.041406	28.28752672	34.88903546	15.23264237	32.93861685	31.72692983	41.20677746	35.24583605	38.57336191	44.58810986	37.24368281	28.03313729	27.8021149	39.30851276	47.32893433	52.77814705	46.28369945	54.32053335	27.33324549	36.43113491	51.06601152	47.058707	54.97250419	52.2383476	48.48368737	47.8278597	37.95655043	51.79263312	38.45253408	51.64316164	43.91478928	57.63683299	50.5197955	94.37011443	38.73035772	58.81444031	64.62633188	106.6898569	122.9911236	55.75250302	51.13655749	58.71045962	46.77608941	69.09944922	53.76493793	68.31561269	70.40354429	60.40853916	60.5700376	56.9160021	85.83687997	43.01803871	59.07833651	40.17779328	89.07336002	98.5565412	58.78769181	66.19022589	72.33437799	67.21163354	43.56402386	59.76570919	34.43187985	51.63695068	60.4803072	86.86436091	47.25273549	71.95715134	61.4919163	89.38184888	79.05798224	104.960592	55.70345843	60.67324212
M00007	175.5160673	216.5075923	126.2019811	155.7612885	213.0063951	236.7447527	145.8841473	193.0693089	147.70321	180.3962097	134.7230634	232.8318128	263.0960603	363.1312872	164.1818678	248.7006564	231.7140968	211.7784012	285.133332	317.538741	281.2088214	201.6935988	260.0596583	274.504169	199.0819144	284.1250257	300.0837694	277.7086102	223.8000069	180.2786027	266.9549142	257.9284334	234.3697652	344.0680774	369.647624	300.861659	231.7946773	190.1408513	305.4242162	293.4388048	312.0760698	288.8053308	262.1321983	265.0318055	306.8620201	205.1593489	237.208236	197.1529368	208.6197181	200.8487648	211.86221	180.5545818	216.7492028	282.6619235	140.5217324	179.1475448	352.4815329	223.2416158	329.1015809	283.2778769	128.096231	274.3932807	290.1344068	185.9343284	334.2017474	184.0159042	369.4165806	215.143418	256.6363124	207.6613033	334.8751523	111.0404034	339.7894689	241.739498	332.1003058	261.1321226	227.7155171
M00008	69.52254156	124.6414099	53.51045808	35.68851937	77.47170944	132.8812475	80.38530809	116.6884319	81.5348369	119.8791469	60.33326866	81.44296279	111.6300026	108.3836992	77.19043329	65.06962381	78.35491429	58.66670809	98.80197912	127.4070846	116.316764	61.93737402	83.30136425	102.8363193	81.26583089	121.539588	117.1726128	100.5561695	76.52654894	72.00827949	129.4725917	72.57516121	90.06064601	139.7097246	76.25307555	64.64259855	67.2400139	58.61064379	84.56959869	94.39212665	70.98468322	70.96418889	119.5635856	111.5304822	116.6488217	100.1571892	97.61697848	75.79872436	77.10109886	77.23021389	86.23334064	73.35578673	59.39654205	76.18684089	53.3249834	91.93782481	58.10598006	61.71188058	81.45783715	75.69063333	44.64753829	99.62402682	92.14313833	61.56287799	92.24491894	47.17065159	66.414976	48.9316332	51.66178587	44.85452233	58.09830134	22.75446314	73.13712866	70.81524595	65.38120954	52.45185721	85.13674179
M00009	127.8417066	164.1669356	81.98064161	86.6868548	140.8930863	100.6546918	84.34765096	106.5448639	71.4805572	83.96997271	107.5659904	107.7073881	157.94394	118.1017369	152.2943012	220.0032138	119.2708997	99.40529492	135.4272851	172.4641883	159.6681143	92.23818699	97.77195306	176.5422874	182.9754855	179.8086908	194.2069242	158.642848	130.6793863	109.8434109	197.3794352	154.344826	153.5166121	95.54131021	216.9669535	191.4085395	169.0428036	144.9935624	218.4483308	178.292525	165.1029046	170.0967774	139.199469	131.9720228	119.4741184	114.676011	159.403522	125.8036925	148.6256019	149.0278994	145.3042479	131.4031245	147.2591411	168.5467044	93.86599818	130.3582381	203.6596325	150.3289235	180.5302345	146.9074841	114.1002104	209.6312687	200.8614915	107.7181669	213.2358091	115.2271302	196.7835622	150.5077141	192.6534165	139.6809798	180.5390089	52.4883309	147.200967	133.22687	146.1242335	146.4591351	141.4429682
M00010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00011	127.8417066	164.1669356	81.98064161	86.6868548	140.8930863	100.6546918	84.34765096	106.5448639	71.4805572	83.96997271	107.5659904	107.7073881	157.94394	118.1017369	152.2943012	220.0032138	119.2708997	99.40529492	135.4272851	172.4641883	159.6681143	92.23818699	97.77195306	176.5422874	182.9754855	179.8086908	194.2069242	158.642848	130.6793863	109.8434109	197.3794352	154.344826	153.5166121	95.54131021	216.9669535	191.4085395	169.0428036	144.9935624	218.4483308	178.292525	165.1029046	170.0967774	139.199469	131.9720228	119.4741184	114.676011	159.403522	125.8036925	148.6256019	149.0278994	145.3042479	131.4031245	147.2591411	168.5467044	93.86599818	130.3582381	203.6596325	150.3289235	180.5302345	146.9074841	114.1002104	209.6312687	200.8614915	107.7181669	213.2358091	115.2271302	196.7835622	150.5077141	192.6534165	139.6809798	180.5390089	52.4883309	147.200967	133.22687	146.1242335	146.4591351	141.4429682
M00012	206.0704621	312.2475426	134.4692913	183.6161182	251.8954477	267.6697318	200.8136898	212.7862458	203.1950116	205.6890505	164.7142134	266.7216371	275.9292156	211.5346627	199.0444565	226.1531373	244.4752107	200.0809618	262.3389332	306.8699311	303.8521045	195.9776856	230.3534026	300.7434721	317.3763714	300.0873928	294.9190387	250.2437891	231.475008	180.4097798	345.1719725	221.1312984	247.9540357	326.2894375	409.2517378	405.8872061	280.3699905	209.1589911	300.0241131	340.1268351	342.9286617	344.7265774	313.826816	307.9043874	304.7049145	260.2673291	278.6339243	224.42622	243.1640228	268.5424486	270.5697673	254.780131	210.1844624	296.0192584	148.7522559	271.2475319	292.5737329	228.541889	312.470301	269.5335706	183.9477906	286.0651176	292.2773234	184.1202224	320.1519863	178.8948016	312.5862478	159.5164832	181.0306492	186.8294134	248.9375348	129.6558258	403.4759241	325.7255315	353.6207607	194.3796512	244.005326
M00013	354.3611964	488.8545371	347.607445	324.6296029	399.1633503	439.6291318	294.031975	386.4083011	286.4469991	398.4336266	269.5378452	432.4594276	416.7729168	409.2729589	230.1484869	262.0415189	290.7492327	217.347299	335.6463708	409.7504858	439.8520398	285.0609345	346.2059075	406.6435644	351.1731575	448.2147597	436.4079454	400.1502656	344.0532425	249.3459153	432.9846704	329.9177386	378.9921522	674.0688307	924.756627	845.7811925	670.9671725	533.5235692	424.6169019	583.6228787	479.5682223	473.5734822	501.4637764	563.244107	771.9204582	412.5839411	382.7835942	348.5186021	348.5732145	387.0464678	406.2264716	344.781817	427.6939414	504.0697333	226.7126797	630.8756095	323.0245019	335.9465186	550.8075204	426.5203331	283.3956417	494.8392439	500.7170585	212.4268955	449.435977	192.1952381	325.8145094	200.7391936	211.393826	202.3338132	261.4221243	122.0882297	517.2624835	386.3019554	552.648595	218.9992778	338.1315907
M00014	172.7919072	205.420117	98.58904807	81.80764288	132.7634277	174.9676183	113.8007747	160.2282145	142.406531	223.9520707	162.1931254	337.6631369	298.3217302	468.854883	290.2433671	341.5984597	305.576817	216.9359233	325.2254806	443.7737299	367.7511141	325.9011352	398.8626555	386.4902397	237.4808236	384.7383675	357.3684347	334.0914792	254.2729076	256.0689931	286.8237769	245.0769292	154.2707142	384.6876483	244.546706	215.525211	304.2157192	195.4069526	211.2714268	305.57538	287.4522486	279.5175411	245.4232428	259.458379	255.724279	215.3386121	243.2425749	173.8491528	294.5530184	232.4483942	254.465784	184.4972122	168.9070281	226.1139159	182.2514393	461.808039	234.9759795	264.5764795	470.3503206	342.9793224	170.2110079	246.8887554	234.0646246	159.8259319	241.651416	140.7081539	172.1635582	346.587553	213.4607954	286.2339156	173.9725992	66.65433349	271.2994351	282.1821356	217.834224	242.7617513	209.9685935
M00015	191.768491	270.5575805	113.1501732	138.5265343	189.590203	196.3566176	218.4744022	217.924915	146.4013033	215.4081581	183.560309	277.6090964	255.0664913	239.8223178	179.5775356	187.7766357	178.4031898	181.6461349	200.3118702	249.805972	252.4572427	207.4697214	259.3918453	268.4006808	203.8935747	236.4319612	254.0401682	217.2098141	183.5844795	157.0830285	190.6968797	206.877154	207.1182255	300.2120875	291.7578241	255.4943376	348.6296775	198.4433442	263.0597583	277.2490376	341.6787083	331.1988939	239.8672727	249.1403692	271.9815087	208.6643219	230.4310756	197.8005318	262.2503559	222.3515208	201.9807188	230.4381245	192.5409006	241.7131428	183.7211151	639.9155756	273.3018942	268.2192248	405.5509577	259.1743573	198.9060941	362.0117061	342.3298307	118.8552861	326.8679322	120.2780217	300.1066669	181.3813701	311.5011337	171.7288538	298.4250648	71.14498286	259.8306643	234.0932106	301.3017357	188.6427123	184.6940237
M00016	315.4270507	400.2404599	171.0437757	220.3774513	289.2640122	356.9612588	220.8256839	429.2552734	291.6717054	306.3337854	307.2528514	603.4833222	539.5486584	548.4165948	339.3546271	451.5391045	445.5392271	381.5985034	438.4418069	572.044208	510.961873	487.804138	580.0193551	557.7545318	352.8649672	560.6258516	511.3425892	468.3850063	449.1255734	268.9761977	508.8142527	422.9566355	415.5922176	425.2393687	440.7915841	420.8076695	415.773387	430.0243593	429.4630964	513.3383709	433.1513394	436.5302671	403.42608	420.3631736	396.9635967	350.1929463	344.3975764	294.2035607	343.6225213	304.2675358	322.8410026	320.4008732	364.3977364	382.454407	244.6490323	432.227404	449.0832421	322.6950339	446.6727424	424.6191251	251.3487043	413.1391346	408.0185093	292.8034007	482.26864	288.5776866	490.5378832	349.5065518	499.5987772	339.2403345	443.4629785	110.6321496	431.1813824	339.2230702	442.7026077	383.8868099	391.5309808
M00017	355.1665628	140.6908415	67.82798364	91.89981746	90.5155455	101.8446272	64.69647802	76.53208556	87.55361337	57.38229948	101.687242	181.7802129	158.4809427	232.9888703	81.63351379	114.4016259	155.2671808	111.6824332	123.3360898	214.8773521	189.8205429	230.6370756	268.4285919	172.5317078	97.30853021	165.7087028	148.0551899	189.8083642	228.5363728	86.87851088	126.1868195	167.5691264	143.6778948	128.900009	306.9927526	230.4404794	112.8532659	129.5535397	274.2211758	263.2940114	310.9407669	335.4315711	117.3111972	108.090427	97.29362248	127.3063707	103.1945172	114.5014541	94.47146798	94.39795995	113.0836096	70.50652069	83.7075226	164.065042	58.69440355	124.2364096	56.72671862	80.7660828	136.6192854	141.3302202	58.82253581	177.2847521	159.7762977	167.9250359	381.963338	107.0290074	189.6277454	44.496115	26.3316563	53.68357865	55.58177275	33.80377975	89.02272831	47.82891432	51.73684867	41.23957072	244.6612957
M00018	341.6789913	255.0347289	141.6911834	140.1734949	220.0158997	249.5929977	161.0615152	173.1386357	148.629427	202.818361	167.1312811	277.5265338	299.9938995	292.2365183	199.5427153	244.7521777	279.5691426	224.3700077	321.4395612	333.5489506	345.3132298	242.6466495	265.2453429	345.8495558	265.9909807	331.382575	354.0479061	323.5781702	284.0909095	201.5080245	330.5808707	266.5948363	282.8759887	380.9615358	612.2834368	499.2266537	305.3996746	157.9935002	470.0733316	405.5942701	468.8295052	484.4328763	299.1721378	313.7356014	364.7099517	270.2648992	290.5441822	250.9841127	289.4463398	241.1345584	259.6889814	275.5321885	235.4401382	332.1793061	194.2009031	282.9715982	383.1006004	299.1630915	419.2717784	340.5918195	217.3021025	341.1103443	333.2919303	260.6870855	656.4710039	239.1957411	663.7100113	292.9628838	563.900141	292.0514102	593.6324052	96.52600214	308.8597868	338.9988406	428.6966419	339.7324823	384.6179018
M00019	408.5660833	474.1441128	251.0232131	319.7915894	479.2863978	516.2898212	410.2317786	411.2591638	328.2522703	371.9875362	330.6235995	551.1116523	574.6540065	455.8096802	376.9741604	426.1809544	527.2884639	480.2976777	561.3076436	563.5524588	530.5517431	359.5308472	436.9064183	531.8861535	439.5689721	563.5806601	569.6398391	487.1610986	439.183643	320.125314	589.9148815	483.9275244	551.8955552	808.9925029	946.260203	846.8845861	573.1033116	473.0599445	667.4466726	621.8108138	683.9526487	682.5092491	655.5272363	673.4098736	754.4550598	471.3219256	518.7762989	439.4600236	427.804885	509.78273	524.7224095	437.62472	496.0204239	610.9829647	296.8199095	462.3679374	647.8282985	324.1467107	532.9879835	549.0778622	315.5336489	573.7700636	597.7079242	446.0151532	814.4225413	386.786157	865.4645942	397.6934793	676.8488375	431.2007755	767.715523	157.8471052	707.7377922	572.1131165	726.0196976	487.5546172	539.8816626
M00020	154.1667554	282.8767947	121.7653299	130.4811005	190.5276168	273.9724849	195.8247609	243.6346607	208.4744278	290.539844	217.7156716	383.6515486	352.0927044	244.3813981	225.5704908	334.8588693	252.4208096	201.3339559	258.2285079	334.7017152	290.7529774	163.2668599	200.6090003	297.1553225	223.696144	299.6504064	308.1374162	242.3615522	229.8979111	183.3245221	229.8800221	217.2393283	236.2545831	326.565748	498.2967058	427.7697424	366.3671751	228.1473445	318.2388676	506.5688174	308.9419664	280.9657019	274.6198352	299.7648612	426.8941616	238.9667188	204.8591536	219.9422942	215.1167972	243.6073405	245.9547907	200.8046968	259.648029	316.6535051	150.4690223	272.8854979	372.8680446	176.5528641	306.9566246	281.2637881	178.9188789	307.1480132	308.2787778	186.207645	356.5033887	178.6988523	485.1777372	237.5042861	455.2419916	199.8135904	428.5292214	77.56109988	316.9986104	228.069466	333.8040558	294.6127362	222.5627971
M00021	427.2316991	455.2817942	234.892187	271.9976334	377.4137988	422.1099098	306.791785	378.7617619	328.135729	461.1328077	301.4446847	494.2319449	503.310672	450.3642265	344.311304	386.5366993	429.6576611	358.8406522	408.4728567	474.3673607	463.0280526	348.8392834	419.2705519	495.3957452	391.7132271	518.031654	516.5927299	467.5997795	401.0042957	285.8959658	524.9448936	422.9203546	440.2492981	599.4971094	645.2099582	585.850077	492.4429976	277.6110451	595.5849576	618.4620507	522.9438969	526.0057228	503.4322554	516.1799997	574.4363963	416.4385583	414.4495838	338.2813308	424.8202144	389.6116297	401.2177066	396.5933403	359.2290198	513.0496526	284.3051444	548.1533092	560.7039071	371.2066728	541.5497615	449.9845679	317.4459224	501.2654617	488.901027	300.2343718	672.7085794	332.6625714	658.529623	428.8571189	489.3730368	428.7246446	561.3367399	134.0244217	555.095589	515.627637	638.8325097	427.5950448	419.8441592
M00022	270.6903767	278.1583395	164.8662075	149.797834	216.8531953	276.2080872	175.1146748	313.6661635	205.4027539	335.4096432	169.5633312	300.8613921	280.1586911	306.3165235	190.0283833	199.6818333	254.5186814	245.6342137	308.8418629	282.8567032	308.9728974	209.3065287	258.0421886	293.7678885	297.1606027	311.4359287	321.1871698	262.9166627	202.2177048	214.9456333	353.5760068	264.0400027	252.7136081	312.4218428	481.2775264	429.552359	302.9091394	210.9011876	343.9566593	358.3542279	431.2651675	434.4514629	258.1968609	265.7912512	327.3740909	235.7494389	247.0132239	200.8424792	241.1119244	228.9080882	243.9409528	253.1759395	232.8593072	282.5585391	164.4122935	233.8453952	342.6863534	229.9532608	377.3448162	319.493757	168.3897631	286.9037148	279.4910733	154.6759212	396.4653749	168.3445699	420.8201893	227.6955801	448.0102245	225.533938	415.524527	95.65859519	400.5000147	315.5547573	397.6915263	254.3808365	230.0642394
M00023	395.1973296	349.2008917	210.9583769	216.8125995	292.9231355	300.6900637	230.6780649	370.3603323	245.6962652	333.8821479	267.4684483	432.4951784	459.1795822	387.2468617	340.2994912	499.6704487	379.6934292	324.8348985	365.43374	418.3486232	444.5337857	284.4529379	337.9738985	424.8884088	355.4447863	460.1040822	444.2442343	377.0529102	291.4015799	313.8011564	469.0088569	349.3858321	408.0487282	594.6559513	731.9904184	661.1630044	534.7497192	247.574653	571.218192	623.9083561	595.2636178	630.9598549	487.0485261	477.4572763	500.3784957	378.3715314	408.027059	319.2452814	404.0592911	372.6816555	369.4383716	396.3249776	318.1854284	460.6305732	261.873997	330.899392	592.953787	379.7903937	494.3755002	390.1312448	327.5361638	404.8738006	395.7377298	276.0099745	701.6012201	308.9540757	784.9325342	445.4083883	525.9395862	463.4826652	683.842681	135.836783	532.4010143	683.9551997	817.0917871	472.0257447	408.0773525
M00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00026	267.0534799	360.080619	123.1256357	146.8964366	215.2871545	269.7545379	186.3261968	255.4127981	212.3251335	336.3682133	159.6105517	302.4746728	301.2159636	214.0512072	180.8044202	242.0317704	202.0576025	161.7141203	208.7383377	235.3557852	245.0026506	179.5762225	215.6428873	283.6819651	204.2335904	290.2250998	300.2298028	243.1654825	222.9966584	159.7255776	258.4323943	223.7116044	248.8642038	437.3250513	467.2839376	441.0662109	386.9215625	304.8400676	303.7339713	331.0593345	270.8134989	274.1465717	335.1365558	355.9501477	398.2200175	263.0971387	258.1358274	224.1765462	240.1353961	220.1680143	238.1297129	225.3531117	226.9757846	303.717882	147.0690806	315.1594595	300.2154218	213.9221021	301.6031159	234.3081174	155.5954602	295.190486	279.1915357	140.846229	400.1013358	157.2820041	424.217529	176.200924	274.2304436	187.3847499	346.8563897	71.91388187	366.1168306	281.240084	394.0806142	219.9600864	237.7435025
M00027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00029	4.410954753	0.203552724	2.17728821	0.890801383	0	0	0	5.120961345	0	0	0	0	0.595468733	0.595890651	0	1.386158039	0.492293754	0.510956982	0	0	0.721433132	0	0	0.964903916	0.200691964	1.121052669	0	1.046079859	1.583943506	0	1.309912124	0.92573341	1.228599601	0.138929947	0	0	0.211294538	2.478390444	3.150721792	0.853750803	1.577708689	2.90609607	0.331861638	0.242075878	0.108717696	0.637380821	0.22952227	0.330250292	0.189174126	0.594484072	0.392491874	0.255610462	0.313315886	1.526222338	0.227722374	5.235558681	0.502233526	0.066463698	0.22054663	0.438281565	1.37377592	2.484134358	1.436858775	1.507705451	1.870830786	1.994974289	1.815848089	0	0	0.345719179	0.61684696	1.581164378	0.865183753	0.286462008	0.308684396	0.244000034	1.627609568
M00030	118.3369923	233.1334012	110.4178956	145.3538896	226.4814091	348.4600635	259.935843	282.2165452	134.3942605	208.1344556	130.2814099	209.5972412	246.627314	235.2696181	240.3804367	271.3527238	216.3193178	231.8899337	236.2056968	277.6021292	251.3123625	161.9001567	181.7527808	231.6741721	200.7825755	265.7812748	219.9803052	225.5108885	182.5533169	168.2621226	303.7376398	227.6815118	276.2851939	272.1500255	228.0852954	225.8041725	251.9816914	327.6978414	282.9252858	196.3327053	205.2528472	192.0077466	264.9742901	279.1788727	280.7881488	205.0572268	227.0276247	169.649513	175.9245212	264.3604792	270.0546823	167.9876853	238.3349963	256.644098	151.973478	302.172562	455.568017	190.5185198	323.8370954	265.5215412	99.13065487	270.4181348	278.8644301	162.6501182	267.5189463	185.4344892	284.8854085	382.2071542	362.0600728	403.3199504	358.7540032	62.2869443	248.1063355	385.1504322	402.3921247	331.0563329	166.8206614
M00031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00032	141.4611894	128.6145232	41.10935007	57.84190821	103.0004298	107.2105668	69.71479117	102.459211	74.54362172	232.3621729	59.44360095	149.8350347	139.2704093	68.18962334	63.15836745	53.05838889	56.49029369	60.04887456	69.24817468	81.53324891	96.02360167	57.80512763	77.6932348	127.3499916	99.10848672	121.6511063	138.154156	89.77540024	80.24057178	54.93202543	134.6356175	82.82625693	97.14042243	85.72320941	123.5780742	100.0493275	112.0141145	64.39587498	87.54391666	54.99870479	68.54646664	79.50005798	82.61656998	91.64593844	139.2855869	88.74276825	61.53369124	58.60172416	84.17792325	53.7333733	62.79478695	97.48915451	117.8109833	74.74426737	52.83307821	88.90316473	51.83667154	54.12631044	70.9110361	92.77535037	75.80257522	87.91664404	88.71882774	50.87338093	98.340491	40.28403414	61.95343389	46.16078612	45.15667789	40.98304438	41.49986509	17.34541469	126.1223352	21.87337639	41.38072105	50.35691135	81.66226405
M00033	8.344317031	11.09255029	5.226152961	9.746645592	5.360810107	9.807534706	0	13.64597258	1.827797709	0	4.66486876	2.805358094	4.731955405	3.86649871	4.499961078	0	5.826938501	3.793381165	6.437331219	7.499061284	7.713745072	0	0	9.376460777	5.242289107	4.133308066	7.775872624	4.800641553	6.317605731	2.104776982	4.162757098	4.55499492	10.13288938	1.404622213	3.338399367	2.427956888	58.54265439	41.29801348	16.4514578	6.997023217	12.73101019	13.83447592	18.5499635	11.97526025	1.956521875	11.24884923	23.84348363	12.65437592	5.832631374	12.76909752	12.49857137	5.542511573	11.62756786	28.04167217	3.428865887	55.66921077	12.29290104	6.700514014	7.553838977	7.509735894	4.245535636	37.30728625	27.81730282	9.045440411	13.79719564	10.61956871	12.47887012	8.369542677	6.053473165	10.19627455	7.07680693	3.051153136	11.67187043	10.37178675	26.63357044	8.018415238	18.75147913
M00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
